report_text,category,severity,language
"Pakiusap tabangan kami, May konting aso hali sa kalan kan kataed, dai naman grabe",Fire,Low,bikol
"Nagtatanong po kung may aksyon na, Gusto ko lang ireport na baka kailangan na ng bagong tubig pipes dito",Utility,Low,tagalog
"Importante po ito, Naanod ang sasakyan namin dahil sa lakas ng agos ng tubig ito ay nangyari ngayon.",Flooding,High,tagalog
Nag aalala po kami dahil May pagguho ng lupa sa estero naharang na ang daloy ng tubig kailangan ng agad na aksyon.,Landslide,High,tagalog
"Nagtatanong po kung may aksyon na, Ang mga sign sa kalsada ay halos hindi na nababasa kailangan ng kapalit",Infrastructure,Low,tagalog
Gusto ko lang ireport na Nakita ko ang usok mula sa bahay na walang tagaroon posibleng susunog sana ay tulungan ninyo kami.,Fire,High,tagalog
"Mahal na barangay tanggapan, Walang tubig na iniinom sa aming lugar tatlong araw na ito maraming salamat po.",Utility,High,tagalog
Nag aalala po kami dahil Ang LPG tank ay naputok at nagdulot ng sunog sa paligid maraming salamat po.,Fire,High,tagalog
Ang lumang barangay hall ay may mga bitak na sa pader kailangan na suriin nangyari ito kanina pa.,Structural,Medium,tagalog
"Mahal na barangay tanggapan, May nagtatalik ng away ng grupo sa kanto ng aming barangay mapanganib kailangan ng agad na aksyon.",Security,High,tagalog
Alam ko po na marami kayong trabaho pero Maraming daga na lumalabas sa aming lugar mula nang bumaha,Animal,Medium,tagalog
"Pakiusap sana ay tulungan kami, May electric shock ang isang bata sa tapat ng aming bahay nangyari ito kanina pa.",Power Hazard,High,tagalog
Bumagsak ang malaking bato mula sa bundok tumama sa bahay ng kapitbahay salamat po.,Landslide,High,tagalog
"Nag-aalala kami huli ta May nag-iiriwal-wal asin naggagamit nin armas sa palengke, kaipuhan tulos nin pulis",Security,High,bikol
Nag aalala po kami dahil May bata na binugbog kailangan ng medical attention agad kailangan na talaga ng tulong.,Medical,High,tagalog
"Aram ko na dakul kamong trabaho pero May nangagaw nin bag sa samuyang lugar, dakul na beses na ining nangyari tabangan niyo kami tabi.",Security,High,bikol
"Mahal na barangay tanggapan, May bata na nalunod sa mababaw na tubig kailangan agad ng medikal",Medical,High,tagalog
Gusto ko lang ireport na Ang bakod ng parke sa amin ay may sira na dapat na ayusin,Structural,Low,tagalog
"Mahal na barangay tanggapan, Nagkaroon ng seizure ang aking kapit bahay hindi siya makapag-abot ng tulong ito ay nangyari ngayon.",Medical,High,tagalog
Alam ko po na marami kayong trabaho pero Ang sewage system ay sumabog at nagdulot ng polusyon sa mga bahay salamat po.,Infrastructure,High,tagalog
Alam ko po na marami kayong trabaho pero Ang ilaw sa aming sityo ay kumukurap na baka may problema sa linya sana ay tulungan ninyo kami.,Power Hazard,Low,tagalog
"Importante po ito, Ang signage sa kanto ay nahulog na kailangan ng kapalit kailangan na talaga ng tulong.",Road Hazard,Low,tagalog
Alam ko po na marami kayong trabaho pero May food poisoning na naranasan ang maraming residente mula sa iisang tindahan sana ay tulungan ninyo kami.,Food,High,tagalog
"Importante po ito, Maraming pasyente ang nagrereklamo ng sakit na posibleng food poisoning kailangan na talaga ng tulong.",Medical,Medium,tagalog
"Nag-aalala kami huli ta An gilid kan kalsada sa bukid naluluwag na, tibaad maggaba puwede daw kamong tumabang?",Landslide,Medium,bikol
"Pakiusap sana ay tulungan kami, Bumabaha ang kalsada at may peligro sa mga motorista salamat po.",Flooding,Medium,tagalog
Maraming pamilya ang nawalan ng tirahan dahil sa malaking baha,Flooding,High,tagalog
Gusto ko lang ireport na May bata na binugbog kailangan ng medical attention agad pakiusap.,Medical,High,tagalog
Naputol ang power line at bumagsak sa kalsada delikado sa mga tao maraming salamat po.,Utility,High,tagalog
"Nagtatanong po kung may aksyon na, Bumagsak ang malaking bahagi ng tulay sa aming lugar delikado maraming salamat po.",Infrastructure,High,tagalog
"Nagtatanong po kung may aksyon na, Kailangan ng vitamins ang mga bata sa aming purok",Medical,Low,tagalog
